municipio_codigo,nome_municipio,uf,semana_epidemiologica,temperatura_media_c,temperatura_max_c,umidade_relativa_pct,precipitacao_acumulada_mm,ndvi_medio,cobertura_agua_pct,altitude_media_m,populacao_exposta,densidade_demografica,indice_saneamento_pct,casos_semana_anterior,precip_tendencia,temp_tendencia,nivel_risco
MUN_070,Recife,MG,19,21.47,26.1,81.42,95.89,0.313,6.82,352.7,2177290,296.7,65.4,49.39,84.23,24.24,Alto
MUN_162,Manaus,GO,13,26.86,32.24,50.81,27.32,0.248,0.81,426.5,2226907,337.8,52.0,58.41,5.45,26.93,Alto
MUN_158,Santos,MG,50,33.19,37.56,64.63,97.09,0.419,7.23,573.4,1450216,480.9,68.3,85.48,89.95,31.54,Alto
MUN_158,Goiânia,SP,12,23.41,26.93,54.09,53.75,0.28,3.97,778.9,1178495,405.9,66.2,80.25,62.57,24.01,Alto
MUN_175,Itaquaquecetuba,RJ,32,26.03,31.09,66.02,52.16,0.316,4.62,156.5,1035406,409.3,59.7,57.89,56.66,25.45,Medio
MUN_075,Sorocaba,SC,45,25.96,28.56,74.84,47.32,0.337,5.88,539.4,2012575,35.0,82.5,19.3,24.38,26.17,Baixo
MUN_119,Caxias do Sul,PR,31,13.71,18.24,79.0,111.59,0.359,8.09,510.5,2689434,103.8,97.4,31.57,107.0,14.29,Medio
MUN_102,Salvador,GO,29,25.01,30.35,70.64,51.94,0.399,9.62,974.0,1005270,499.2,47.4,91.93,55.02,23.52,Alto
MUN_151,Macaé,BA,3,23.8,31.61,62.94,17.0,0.157,3.06,1109.5,2109618,345.5,82.2,52.82,37.24,25.02,Baixo
MUN_075,Goiânia,BA,41,19.45,24.15,42.66,38.61,0.255,1.27,584.7,563140,142.6,81.8,24.43,54.62,19.14,Baixo
MUN_029,Caxias do Sul,PA,45,29.41,35.72,67.54,29.81,0.269,4.13,262.9,2474110,57.0,91.9,0.35,36.6,25.41,Medio
MUN_097,Belém,PE,32,26.68,31.45,74.96,110.45,0.343,9.92,255.5,330481,381.7,79.3,66.12,98.83,27.27,Alto
MUN_172,Crato,PR,28,26.55,30.41,58.97,54.62,0.348,7.88,487.7,2202817,139.7,83.9,30.99,54.49,25.75,Alto
MUN_051,Macaé,PA,39,22.91,29.79,82.43,86.68,0.357,4.73,650.7,1560910,305.5,58.2,58.92,81.08,25.47,Alto
MUN_171,Natal,MG,42,22.78,27.84,60.22,82.77,0.386,5.14,317.8,1557385,327.4,68.6,60.34,92.52,27.06,Alto
MUN_005,Fortaleza,TO,41,25.21,30.86,57.1,46.87,0.324,5.36,181.9,1453957,474.5,78.9,72.2,29.61,26.92,Alto
MUN_161,Campinas,MG,22,18.5,23.2,50.58,73.1,0.581,6.39,756.5,2917673,266.8,71.9,38.88,45.85,13.22,Medio
MUN_117,Santos,RS,51,23.35,27.66,68.93,21.85,0.147,1.78,291.9,2119766,417.7,60.8,57.55,6.25,25.39,Medio
MUN_180,Goiânia,GO,26,24.34,28.81,58.64,54.61,0.371,3.11,349.6,1602903,246.7,63.9,47.7,69.93,25.5,Alto
MUN_124,Palmas,RN,42,26.21,29.5,70.14,28.99,0.291,6.97,913.2,2112800,114.3,90.4,23.3,25.12,26.88,Baixo
MUN_059,Recife,PA,39,20.14,24.44,61.23,56.11,0.317,7.01,546.9,1547067,136.7,75.8,39.84,66.43,20.23,Baixo
MUN_027,Palmas,AM,46,27.69,31.55,55.6,44.33,0.153,2.22,208.5,2711964,44.2,78.8,22.22,39.77,26.16,Medio
MUN_052,Belém,RN,22,24.03,28.02,67.71,89.69,0.311,8.61,198.2,2266214,339.7,50.0,67.73,80.46,23.29,Medio
MUN_044,Fortaleza,MG,13,20.6,24.15,50.69,43.28,0.313,3.81,90.8,1809666,439.4,67.6,67.38,35.39,17.73,Medio
MUN_186,Uberlândia,RS,43,17.66,21.21,72.18,50.41,0.283,3.78,875.2,2922277,90.2,88.9,28.28,46.96,16.28,Baixo
MUN_030,Curitiba,RJ,32,27.69,31.78,72.75,66.91,0.315,3.75,111.0,1459556,308.9,60.4,63.29,76.53,30.84,Medio
MUN_109,Itaquaquecetuba,TO,26,31.75,37.12,67.22,32.35,0.376,2.44,677.2,1629971,274.9,57.9,65.56,26.95,28.41,Baixo
MUN_184,Belém,PA,8,25.7,33.17,62.06,59.55,0.33,7.8,468.9,1910371,350.7,62.7,61.45,84.63,26.54,Alto
MUN_100,Manaus,RJ,4,33.18,39.67,85.64,142.81,0.571,9.27,453.6,1231127,30.8,91.2,35.65,135.82,33.03,Medio
MUN_038,Sorocaba,PR,26,22.79,26.94,71.07,62.23,0.376,2.67,165.8,441616,146.0,78.8,42.1,55.55,24.68,Alto
MUN_176,Natal,PA,30,27.64,32.26,64.59,62.37,0.238,5.76,873.5,353437,409.0,57.2,74.81,57.16,29.17,Alto
MUN_004,Curitiba,PR,30,23.4,30.88,79.84,63.5,0.301,6.56,1180.2,2559072,22.3,81.8,37.41,62.99,21.43,Baixo
MUN_020,Crato,PR,36,28.42,31.7,69.08,66.85,0.346,4.78,689.3,2133213,349.0,59.2,74.52,97.14,27.29,Alto
MUN_164,Fortaleza,GO,3,23.91,28.86,72.03,116.86,0.547,7.38,734.2,344761,443.8,58.1,69.35,120.88,25.68,Alto
MUN_065,Recife,RS,26,30.35,36.14,58.78,82.31,0.439,6.91,591.9,2081412,186.3,87.9,21.6,90.4,29.47,Baixo
MUN_058,Santos,RJ,50,32.76,37.99,66.31,15.31,0.131,2.43,286.5,1287397,212.9,74.7,41.42,27.9,32.44,Medio
MUN_185,Campinas,RS,35,28.33,34.97,66.7,48.54,0.231,2.81,970.2,935924,202.5,57.3,52.93,34.19,27.24,Baixo
MUN_156,Salvador,TO,39,22.05,28.0,62.61,73.4,0.39,6.55,21.5,2551643,322.0,67.8,74.14,70.12,20.09,Alto
MUN_049,Natal,PE,51,24.72,31.03,69.01,130.83,0.395,10.94,676.7,2636197,399.7,62.7,60.72,128.29,20.44,Medio
MUN_100,Salvador,PR,13,22.69,28.71,71.28,60.74,0.376,5.1,581.7,1679560,471.7,44.7,83.55,57.1,20.57,Alto
MUN_044,Fortaleza,CE,21,33.32,36.56,93.59,84.13,0.414,6.59,752.1,1509210,457.4,64.6,49.63,89.11,33.06,Medio
MUN_020,Macaé,SP,6,29.36,34.77,67.83,58.87,0.314,3.53,101.6,1042042,90.2,81.4,30.58,58.96,28.97,Medio
MUN_194,Uberlândia,GO,35,30.0,36.4,65.91,40.43,0.283,2.86,651.3,1761883,453.2,69.4,46.11,29.31,29.79,Medio
MUN_057,Uberlândia,PR,51,27.84,30.27,56.28,40.0,0.265,6.86,290.9,222475,165.1,84.3,8.77,50.18,21.93,Medio
MUN_020,Ribeirão Preto,CE,11,24.51,29.5,75.87,42.24,0.323,6.62,472.9,982865,372.1,65.5,51.76,42.39,22.91,Alto
MUN_030,Fortaleza,RS,22,27.09,32.35,82.86,136.25,0.521,9.82,420.7,1190225,368.4,69.7,56.17,137.56,23.58,Medio
MUN_122,Uberlândia,RS,25,22.07,26.33,90.29,129.36,0.407,10.01,48.6,1046122,356.0,60.7,67.52,110.48,21.9,Medio
MUN_035,Araguaína,TO,6,30.08,36.74,71.87,113.53,0.391,8.58,433.2,2601923,442.2,65.8,64.95,131.34,29.26,Alto
MUN_146,Fortaleza,TO,42,28.24,32.7,63.66,29.93,0.205,3.12,467.7,1466240,487.2,46.4,91.38,8.47,27.07,Alto
MUN_149,Sorocaba,AM,26,24.27,30.22,48.86,36.92,0.454,4.09,12.6,458735,93.1,100.0,20.29,54.17,24.77,Medio
MUN_100,Sorocaba,AM,42,26.64,30.99,73.43,77.27,0.397,8.0,248.6,1551122,298.0,59.9,78.32,89.6,24.97,Medio
MUN_180,Salvador,BA,11,27.28,36.11,64.06,83.86,0.428,7.04,199.3,1599154,285.7,72.5,58.4,90.91,25.64,Alto
MUN_042,Santos,PA,24,22.07,28.15,67.15,38.48,0.22,4.55,697.1,65909,120.3,73.9,40.67,51.42,25.26,Baixo
MUN_079,Araguaína,GO,10,21.59,27.24,57.93,39.57,0.275,2.54,565.9,2169488,278.2,65.1,41.18,47.65,18.99,Medio
MUN_099,Caxias do Sul,RN,14,34.65,37.76,45.87,13.7,0.337,2.64,842.4,2988520,435.6,51.2,59.92,15.66,36.54,Baixo
MUN_195,Fortaleza,RS,49,24.35,30.29,71.79,107.6,0.522,4.71,15.3,826337,483.0,59.3,88.79,90.63,24.1,Alto
MUN_004,Macaé,RS,5,27.4,31.63,64.32,74.07,0.391,4.83,513.1,518413,339.5,63.8,54.3,59.33,28.52,Alto
MUN_200,Goiânia,GO,27,25.18,30.61,64.81,63.04,0.212,7.89,513.2,342976,218.9,61.2,62.35,58.48,23.68,Alto
MUN_142,Fortaleza,PA,13,24.29,29.27,67.38,30.65,0.178,4.69,1192.1,2763372,413.0,58.5,46.85,53.32,25.3,Baixo
MUN_088,Santos,PA,1,18.77,23.2,57.12,55.06,0.179,4.04,257.8,1806891,420.1,52.9,70.24,61.14,17.56,Medio
MUN_076,Uberlândia,BA,49,28.61,31.73,46.84,14.68,0.257,5.16,671.5,2133126,274.7,51.7,53.96,27.71,32.35,Baixo
MUN_097,Palmas,PA,47,21.29,27.01,74.96,44.4,0.317,3.86,983.6,1579332,35.9,83.8,20.78,51.16,22.89,Baixo
MUN_176,Ribeirão Preto,RN,38,21.92,27.41,66.91,48.94,0.257,7.12,729.1,138576,330.4,69.6,34.01,57.03,19.14,Baixo
MUN_072,Belém,SC,20,29.06,34.09,55.94,61.18,0.427,5.42,865.2,281134,490.5,48.0,91.51,74.6,29.23,Alto
MUN_138,Montes Claros,RJ,25,26.69,32.59,59.7,39.64,0.212,3.36,746.6,2894443,329.4,62.3,65.6,26.59,25.21,Baixo
MUN_125,Uberlândia,PR,47,17.9,21.75,67.43,59.29,0.192,2.73,281.0,238625,38.3,86.4,8.03,65.29,19.41,Baixo
MUN_193,Fortaleza,PA,22,29.81,33.91,61.29,37.67,0.314,0.32,117.9,923057,162.1,65.2,57.01,47.33,32.14,Medio
MUN_192,Goiânia,GO,35,20.41,25.24,57.01,57.72,0.188,5.42,147.1,1190465,414.5,61.3,86.33,80.57,20.04,Alto
MUN_027,Campinas,PA,17,23.22,26.92,59.17,13.8,0.272,4.2,312.9,2893462,413.4,55.6,49.17,29.71,23.45,Medio
MUN_010,Ribeirão Preto,SP,39,25.61,30.59,80.26,105.03,0.374,7.82,218.0,2616697,125.2,72.1,15.88,104.3,23.44,Medio
MUN_080,Araguaína,BA,24,28.73,34.81,69.0,83.43,0.328,7.22,658.2,2450021,270.4,70.7,31.64,87.84,26.45,Baixo
MUN_063,Belém,MG,37,32.13,37.56,79.64,103.74,0.446,6.94,340.8,768392,255.6,80.5,55.29,90.5,29.7,Medio
MUN_141,Uberlândia,TO,1,31.83,36.31,61.84,38.64,0.235,3.11,666.5,1495102,299.1,61.1,61.82,26.49,31.36,Baixo
MUN_159,Sorocaba,PR,6,31.94,37.04,61.75,39.25,0.177,6.04,674.1,666052,94.7,82.4,26.67,47.46,31.42,Baixo
MUN_178,Araguaína,BA,31,20.93,25.72,46.95,18.9,0.19,3.07,557.2,1046185,391.4,64.1,66.32,16.72,21.94,Alto
MUN_070,Manaus,SP,43,27.53,30.41,65.05,29.49,0.299,3.91,79.9,1343709,96.1,82.1,45.61,35.48,24.46,Alto
MUN_006,Salvador,PA,41,23.67,28.88,74.86,74.53,0.277,10.64,764.5,1436704,290.2,73.7,44.37,74.73,21.21,Baixo
MUN_078,Salvador,SC,2,26.02,30.05,57.96,64.21,0.391,7.42,264.0,1276505,199.6,79.4,35.26,44.81,26.23,Medio
MUN_074,Ribeirão Preto,PE,20,24.87,30.68,82.02,73.63,0.358,2.98,268.6,2797864,494.1,48.5,58.85,64.91,28.81,Medio
MUN_158,Goiânia,GO,25,22.26,25.74,57.58,16.71,0.156,2.84,379.0,2481526,390.7,65.7,35.1,3.95,22.34,Medio
MUN_187,Itaquaquecetuba,CE,38,22.59,28.25,74.39,55.53,0.314,7.13,926.2,1263903,185.3,79.9,32.62,55.02,22.81,Baixo
MUN_180,Ribeirão Preto,CE,1,26.72,29.73,58.88,34.3,0.325,4.43,622.5,1880197,241.6,76.1,42.39,20.61,24.16,Baixo
MUN_006,Araguaína,RN,35,20.77,26.96,81.72,39.15,0.334,2.41,39.2,2746474,412.0,68.1,45.9,35.19,22.18,Medio
MUN_074,Belém,BA,18,29.11,34.94,54.81,56.45,0.363,5.15,1177.2,748464,295.0,46.0,76.44,49.94,25.72,Baixo
MUN_061,Sorocaba,SP,33,24.63,29.89,62.7,30.19,0.316,2.42,51.0,1740199,336.5,75.6,26.78,15.56,27.08,Alto
MUN_059,Recife,PA,39,20.14,24.44,61.23,56.11,0.317,7.01,546.9,1547067,136.7,75.8,39.84,66.43,20.23,Baixo
MUN_181,Recife,RS,19,23.42,27.07,62.91,60.34,0.342,5.68,531.4,2850068,258.0,67.9,54.69,69.75,24.86,Medio
MUN_198,Goiânia,SC,2,32.33,37.86,67.85,58.48,0.279,8.59,97.2,1269590,25.2,89.6,12.62,53.72,30.02,Medio
MUN_071,Crato,GO,49,22.94,26.68,70.57,42.99,0.476,3.14,477.8,1672952,191.2,72.6,36.85,51.38,23.57,Baixo
MUN_152,Belém,GO,46,27.75,32.99,78.97,30.22,0.226,3.09,398.2,1598588,292.4,54.4,57.58,10.78,26.06,Alto
MUN_008,Campinas,MG,43,30.72,36.61,60.59,69.52,0.445,5.57,225.8,2360673,187.1,85.5,29.61,67.3,31.46,Medio
MUN_025,Macaé,AM,4,28.84,34.08,71.22,41.94,0.191,3.36,278.0,1645217,400.2,55.8,69.96,30.85,29.54,Alto
MUN_018,Goiânia,RN,49,25.57,32.18,48.18,11.61,0.382,4.44,1168.4,1053338,277.0,69.8,72.61,17.37,26.16,Baixo
MUN_069,Ribeirão Preto,SP,20,24.35,30.76,65.01,52.46,0.123,4.53,5.5,2734214,411.6,63.4,57.26,49.55,22.63,Alto
MUN_083,Uberlândia,RJ,48,30.88,38.06,62.25,51.69,0.443,6.07,329.8,2557839,373.0,69.3,54.23,37.83,33.14,Medio
MUN_157,Crato,SC,51,22.24,27.98,59.24,78.8,0.368,8.79,176.3,2462272,439.0,63.1,75.91,83.1,23.77,Alto
MUN_020,Palmas,BA,4,25.95,32.15,70.05,52.78,0.348,1.82,57.2,434339,403.2,72.3,39.22,49.0,23.95,Medio
MUN_123,Araguaína,PR,37,25.27,29.27,61.57,35.37,0.296,10.7,1143.5,1679746,134.3,81.9,15.68,29.83,27.97,Baixo
MUN_033,Uberlândia,RN,38,23.98,29.24,67.8,51.08,0.43,7.26,684.0,1871001,55.3,97.3,0.0,61.1,24.51,Baixo
MUN_148,Palmas,PR,26,25.1,29.89,63.4,18.15,0.29,3.91,341.3,77984,470.1,65.2,60.81,33.95,23.82,Medio
MUN_056,Salvador,RS,22,21.37,27.27,59.96,26.43,0.269,4.68,493.3,2216832,270.0,70.8,35.22,1.65,19.02,Medio
MUN_036,Goiânia,TO,6,27.61,32.48,55.66,52.12,0.189,7.99,254.8,2074315,351.5,64.1,57.85,50.48,25.98,Alto
MUN_098,Macaé,CE,24,28.8,32.42,73.06,104.3,0.361,6.6,426.2,907963,195.4,79.9,45.9,100.58,28.31,Medio
MUN_110,Natal,RS,40,27.29,31.71,64.86,30.55,0.17,5.66,733.4,2516113,28.1,80.5,16.85,29.85,24.52,Baixo
MUN_175,Curitiba,BA,23,29.42,35.27,64.35,52.59,0.307,3.84,715.3,1600026,182.4,82.7,48.07,55.94,28.03,Baixo
MUN_036,Macaé,PE,33,24.52,28.39,50.03,42.29,0.261,3.24,511.7,1442451,255.8,56.7,32.91,16.64,26.45,Medio
MUN_083,Crato,BA,11,27.61,32.09,58.6,31.87,0.192,5.56,859.2,1022897,276.7,72.3,45.66,29.97,26.85,Baixo
MUN_131,Crato,BA,11,24.79,31.21,76.02,83.69,0.293,6.04,356.7,1161830,398.4,53.1,76.95,76.65,22.75,Medio
MUN_019,Santos,GO,48,33.0,38.83,69.87,75.06,0.428,6.9,329.4,1443671,215.4,77.1,25.46,62.15,32.1,Medio
MUN_086,Curitiba,RN,40,33.86,39.3,80.98,116.54,0.426,5.51,1048.7,1860002,263.7,76.4,41.41,122.33,30.1,Baixo
MUN_085,Recife,GO,48,22.62,28.73,77.2,136.94,0.45,7.24,618.0,837011,98.9,88.1,22.77,137.26,24.37,Baixo
MUN_151,Macaé,TO,52,24.19,29.56,59.89,50.99,0.409,4.24,853.9,2839398,132.5,89.8,23.83,58.0,22.07,Baixo
MUN_139,Fortaleza,PR,15,30.9,37.15,62.96,54.87,0.312,4.3,1132.1,2611273,154.6,67.5,38.43,46.03,30.44,Baixo
MUN_029,Macaé,PE,10,26.27,34.86,66.92,40.45,0.32,4.37,227.0,1740062,430.8,72.8,60.36,24.94,29.78,Medio
MUN_194,Palmas,SC,21,25.55,31.44,56.51,57.42,0.167,4.29,1107.9,1460097,363.0,75.7,46.65,58.09,24.37,Baixo
MUN_124,Crato,TO,37,28.8,34.2,47.18,42.31,0.274,0.8,706.8,1824647,479.4,43.1,82.66,43.38,27.92,Alto
MUN_130,Salvador,PE,8,28.04,32.93,42.75,25.99,0.241,7.97,186.3,2176631,166.4,65.9,47.01,23.45,28.75,Alto
MUN_173,Belém,RS,51,26.4,29.78,58.67,39.36,0.346,6.29,90.1,307359,258.3,72.0,40.55,46.26,24.42,Medio
MUN_155,Uberlândia,RS,21,24.55,30.21,65.94,50.18,0.244,6.06,983.2,1545211,149.6,81.7,43.8,51.16,26.85,Baixo
MUN_020,Curitiba,PA,14,31.27,33.95,54.52,48.99,0.294,4.4,1060.6,427898,486.5,58.2,59.76,32.44,27.52,Medio
MUN_006,Araguaína,RJ,14,25.97,29.52,68.38,59.89,0.309,9.64,231.3,2010987,406.6,61.7,67.15,54.17,28.73,Alto
MUN_045,Belém,SP,31,29.33,32.85,40.11,5.42,0.179,4.77,1038.1,2867130,341.7,73.9,35.33,3.08,30.48,Baixo
MUN_030,Curitiba,RJ,32,27.69,31.78,72.75,66.91,0.315,3.75,111.0,1459556,308.9,60.4,63.29,76.53,30.84,Medio
MUN_150,Crato,GO,6,21.5,26.21,51.25,55.44,0.206,6.45,474.0,80726,251.7,63.3,40.73,53.2,20.75,Medio
MUN_121,Macaé,PA,9,30.87,35.4,41.79,20.23,0.18,1.61,1062.9,1614743,58.0,83.8,26.4,8.81,30.35,Baixo
MUN_112,Natal,TO,1,25.03,31.79,68.8,50.19,0.395,3.48,1155.4,1682931,145.3,83.6,14.68,42.84,26.31,Baixo
MUN_161,Recife,SP,8,23.91,27.19,71.9,130.99,0.456,9.53,1098.3,2680135,389.2,48.3,66.57,124.77,23.06,Alto
MUN_159,Sorocaba,RS,41,27.5,31.96,62.26,78.43,0.375,3.94,483.2,2447855,277.2,82.9,49.5,88.89,30.27,Medio
MUN_023,Fortaleza,RN,38,28.93,33.62,63.17,54.12,0.208,2.14,373.5,1689089,435.5,48.9,68.24,51.24,29.41,Medio
MUN_059,Curitiba,GO,24,27.15,30.84,60.31,40.68,0.333,6.24,807.8,76299,329.6,66.5,57.33,48.64,26.38,Alto
MUN_173,Ribeirão Preto,MG,24,30.42,34.28,57.6,65.85,0.271,4.73,1006.8,2599728,302.2,77.8,39.9,65.61,29.48,Baixo
MUN_008,Sorocaba,PE,25,25.13,30.84,70.2,40.92,0.279,0.0,734.6,738772,404.5,69.1,61.2,42.99,25.49,Medio
MUN_124,Natal,PA,48,27.21,32.02,80.77,215.97,0.596,12.06,495.7,2649131,416.5,67.0,55.92,221.17,28.32,Alto
MUN_001,Montes Claros,PR,47,27.82,32.97,48.98,10.22,0.168,6.66,1044.0,113374,406.7,67.2,65.75,-4.99,27.02,Baixo
MUN_093,Macaé,PR,35,28.41,32.07,57.95,43.53,0.295,1.38,32.3,1906344,32.1,91.3,29.21,40.1,31.04,Medio
MUN_141,Caxias do Sul,PR,10,22.3,26.06,72.65,56.66,0.379,3.98,322.7,1340379,188.7,67.3,10.71,61.9,21.77,Medio
MUN_129,Curitiba,TO,36,27.84,32.61,78.93,33.66,0.251,4.3,284.8,2586072,95.5,71.2,26.57,36.23,26.52,Medio
MUN_191,Palmas,MG,47,23.93,27.06,55.37,33.71,0.242,1.98,180.3,2649410,372.6,60.5,94.43,24.36,20.61,Medio
MUN_022,Ribeirão Preto,PE,38,24.11,28.68,70.42,36.53,0.23,1.06,968.4,1807840,452.7,56.4,74.15,28.98,22.76,Alto
MUN_024,Macaé,PA,16,20.11,25.72,77.71,143.55,0.406,9.25,890.2,805741,383.6,58.0,60.89,145.24,19.08,Alto
MUN_069,Santos,CE,1,27.46,32.12,69.82,93.44,0.367,10.19,341.7,2519569,273.6,73.0,62.31,92.22,24.64,Alto
MUN_045,Curitiba,MG,15,27.95,32.3,65.02,50.52,0.316,5.4,789.1,1927817,379.7,65.2,46.73,37.45,28.47,Medio
MUN_122,Fortaleza,PE,31,23.17,27.09,57.71,51.12,0.368,6.5,1165.1,2272377,94.0,85.7,34.27,53.97,24.05,Baixo
MUN_120,Araguaína,RS,44,30.46,32.66,58.25,27.59,0.264,1.7,55.1,2756339,391.4,69.1,48.94,32.57,31.35,Medio
MUN_012,Manaus,RJ,34,22.12,27.37,64.86,41.73,0.221,2.92,309.3,596210,141.2,89.1,42.92,51.53,24.3,Baixo
MUN_125,Araguaína,GO,9,22.72,27.36,72.84,70.4,0.37,7.66,92.4,920061,99.5,95.8,27.74,80.74,22.92,Alto
MUN_186,Belém,TO,47,22.88,30.27,73.93,69.21,0.266,4.6,931.6,2332317,144.8,72.0,41.23,68.43,22.54,Baixo
MUN_093,Santos,AM,51,26.91,30.99,72.69,37.61,0.394,4.77,18.8,592074,389.5,61.8,65.07,52.17,26.7,Medio
MUN_103,Santos,SC,3,32.95,37.31,66.38,58.37,0.292,5.64,118.9,392481,408.0,73.0,51.51,60.32,31.55,Alto
MUN_163,Recife,RJ,12,29.14,35.2,69.37,59.45,0.324,5.25,1134.4,2425430,478.8,56.8,74.95,61.01,25.58,Baixo
MUN_038,Curitiba,SC,21,19.86,24.74,50.93,43.03,0.251,1.2,87.6,1493228,176.5,79.3,29.9,43.19,19.2,Medio
MUN_015,Fortaleza,MG,10,20.87,25.57,81.47,113.3,0.381,9.19,718.0,334343,188.4,70.0,31.89,97.19,20.81,Medio
MUN_143,Montes Claros,RJ,15,28.55,31.44,90.09,154.32,0.53,12.4,505.3,2920212,116.6,69.0,51.05,157.37,27.4,Medio
MUN_040,Goiânia,CE,19,32.8,39.55,63.97,43.82,0.342,3.8,48.1,1024564,371.0,71.7,49.37,44.98,31.91,Medio
MUN_005,Palmas,PR,46,24.92,29.86,67.61,117.26,0.553,8.92,337.5,771247,95.7,85.4,33.29,107.37,23.07,Alto
MUN_069,Santos,SC,37,24.41,30.57,40.08,16.25,0.181,1.61,882.0,425629,216.6,80.5,37.7,9.49,27.01,Baixo
MUN_040,Macaé,SC,4,28.85,33.96,75.12,50.83,0.419,8.95,148.8,2840847,217.1,77.1,43.15,59.68,29.38,Medio
MUN_131,Santos,RS,37,30.06,34.64,54.35,8.87,0.209,2.52,595.3,2969173,276.5,68.6,46.37,-2.42,31.93,Baixo
MUN_135,Uberlândia,AM,46,20.5,25.51,61.32,42.3,0.323,4.89,883.2,2374036,320.0,51.7,67.45,52.53,20.56,Alto
MUN_021,Macaé,SP,7,18.53,23.89,71.39,79.9,0.308,2.83,347.8,1131702,102.1,67.2,59.75,80.57,16.79,Alto
MUN_028,Campinas,RN,30,25.58,31.22,50.36,48.48,0.293,5.19,117.8,620299,134.6,71.7,28.44,61.75,25.51,Medio
MUN_135,Recife,PE,40,21.14,26.09,58.5,23.57,0.221,0.0,1080.5,439043,449.8,46.7,80.34,18.93,19.05,Baixo
MUN_197,Salvador,RN,52,29.36,33.91,71.99,47.66,0.356,4.22,949.8,1039759,362.9,75.7,44.99,50.03,31.48,Baixo
MUN_057,Fortaleza,GO,46,28.86,33.89,64.67,17.76,0.0,0.0,569.2,1250528,216.3,78.1,49.94,2.39,30.28,Baixo
MUN_178,Manaus,GO,49,29.48,36.08,70.03,68.83,0.388,5.9,148.7,1472376,141.4,61.4,22.34,74.67,29.73,Medio
MUN_174,Sorocaba,PE,28,22.62,30.3,58.14,33.39,0.326,6.16,812.2,2379002,418.9,60.8,60.48,37.89,20.32,Alto
MUN_171,Recife,RS,7,19.91,23.61,57.79,38.82,0.242,6.91,460.2,1885260,234.7,71.0,59.31,47.87,18.92,Alto
MUN_010,Salvador,TO,40,24.83,31.49,54.7,30.54,0.045,5.83,668.3,2634172,332.1,62.7,55.41,28.39,26.84,Medio
MUN_121,Ribeirão Preto,MG,8,27.53,32.57,81.39,52.74,0.241,2.35,803.0,555614,419.8,63.7,66.55,38.09,26.38,Medio
MUN_135,Curitiba,AM,7,24.04,28.86,65.15,28.27,0.145,3.23,393.9,452680,348.3,55.4,66.11,35.08,19.36,Alto
MUN_121,Araguaína,SC,46,25.87,31.47,53.82,44.16,0.249,6.69,105.1,2979073,428.3,64.8,59.81,51.88,29.57,Medio
MUN_011,Uberlândia,MG,26,28.63,34.25,61.08,23.04,0.391,2.33,217.6,1987951,263.7,95.8,37.04,19.05,31.0,Medio
MUN_062,Fortaleza,MG,36,21.48,27.45,58.28,64.32,0.271,4.95,170.0,739462,474.4,46.3,84.98,66.85,20.4,Alto
MUN_127,Sorocaba,BA,6,30.58,37.36,54.14,33.39,0.308,3.81,47.0,393124,333.6,68.3,48.41,22.83,28.48,Alto
MUN_060,Goiânia,SP,19,30.46,36.91,47.46,32.33,0.351,2.86,742.8,1962345,374.2,52.7,64.5,41.19,29.89,Alto
MUN_065,Ribeirão Preto,CE,1,26.91,30.3,50.3,21.24,0.187,1.51,858.7,122650,332.1,52.5,58.77,27.98,26.55,Baixo
MUN_060,Goiânia,SP,19,30.46,36.91,47.46,32.33,0.351,2.86,742.8,1962345,374.2,52.7,64.5,41.19,29.89,Alto
MUN_003,Montes Claros,SC,39,21.47,26.83,65.05,44.75,0.149,1.13,147.4,1345320,102.6,84.6,34.64,53.52,19.79,Medio
MUN_153,Goiânia,SP,1,27.13,33.16,64.23,59.28,0.392,5.69,438.4,2825614,152.1,87.3,20.56,52.99,26.84,Baixo
MUN_055,Itaquaquecetuba,BA,12,27.53,31.52,58.92,20.54,0.108,1.0,269.4,1922315,267.5,71.1,42.27,4.8,25.89,Medio
MUN_059,Recife,BA,23,27.66,32.29,64.96,31.22,0.46,4.14,1091.0,667562,183.1,79.7,35.28,25.35,25.01,Baixo
MUN_186,Montes Claros,PE,21,29.08,33.94,66.96,57.81,0.484,2.6,52.2,1567947,429.0,41.3,64.88,68.95,29.84,Alto
MUN_140,Recife,SC,8,23.9,27.47,55.52,30.28,0.122,1.16,386.8,404898,398.4,65.9,51.61,31.16,22.4,Medio
MUN_019,Sorocaba,CE,13,25.38,31.41,72.19,69.42,0.471,8.33,27.8,372749,226.8,77.6,44.94,88.18,23.55,Alto
MUN_096,Macaé,RN,34,19.57,24.01,41.17,22.64,0.155,0.73,354.5,1572030,118.2,68.8,29.84,31.41,21.65,Baixo
MUN_101,Montes Claros,SP,42,26.21,31.0,56.52,21.78,0.283,3.56,829.6,2655399,414.7,39.6,67.67,31.7,27.89,Medio
MUN_040,Montes Claros,RS,22,23.14,29.4,56.33,41.2,0.297,2.97,444.5,2098530,337.8,57.4,57.07,63.63,26.53,Medio
MUN_019,Salvador,RN,9,26.08,31.89,70.4,55.13,0.394,2.46,454.0,770065,298.1,57.1,68.65,67.55,25.78,Alto
MUN_176,Belém,GO,25,26.0,28.17,51.42,33.19,0.202,4.98,1175.1,1476753,108.9,89.0,6.26,57.39,26.58,Baixo
